Id,SalePrice
1659,147175.86
1660,147577.97
1661,455978.78
1662,407683.94
1663,410398.06
1664,500276.62
1665,311856.94
1666,295916.66
1667,401470.78
1668,316966.6
1669,282714.66
1670,336353.62
1671,245441.12
1672,489842.44
1673,276667.3
1674,250298.08
1675,186012.98
1676,194420.81
1677,229602.62
1678,469544.97
1679,372752.88
1680,327710.84
1681,252300.27
1682,276078.4
1683,175412.14
1684,171113.1
1685,180686.45
1686,163940.19
1687,172672.67
1688,180766.84
1689,181704.5
1690,181027.39
1691,175680.44
1692,313736.2
1693,174866.98
1694,186349.78
1695,169240.6
1696,264591.6
1697,177657.77
1698,344943.2
1699,335552.3
1700,254238.75
1701,266828.97
1702,239257.66
1703,242516.94
1704,288569.56
1705,248522.31
1706,484742.75
1707,225911.42
1708,217972.45
1709,284335.62
1710,244813.16
1711,253158.4
1712,223404.2
1713,252852.84
1714,234096.62
1715,204095.19
1716,184657.81
1717,164688.19
1718,135851.47
1719,201745.95
1720,260050.56
1721,166716.95
1722,136807.17
1723,144919.5
1724,211605.23
1725,232508.22
1726,181537.56
1727,165273.66
1728,186012.81
1729,163738.81
1730,145121.61
1731,115797.75
1732,137525.12
1733,111170.25
1734,115923.05
1735,139287.7
1736,114186.95
1737,308787.25
1738,231968.67
1739,247061.38
1740,205801.03
1741,188330.31
1742,175835.03
1743,178505.88
1744,297371.7
1745,230168.77
1746,260100.7
1747,232408.98
1748,211835.08
1749,152685.98
1750,143374.64
1751,237956.62
1752,116889.016
1753,141579.78
1754,193382.1
1755,172102.84
1756,126904.02
1757,123122.586
1758,142550.78
1759,174662.73
1760,163365.75
1761,139218.61
1762,180369.64
1763,167054.06
1764,114099.55
1765,150673.2
1766,168024.62
1767,201352.52
1768,145432.62
1769,167313.67
1770,143002.19
1771,134207.17
1772,142729.98
1773,153948.17
1774,125426.88
1775,138100.11
1776,124328.586
1777,127619.61
1778,137250.0
1779,114278.66
1780,190471.52
1781,134315.12
1782,95165.57
1783,122245.61
1784,113407.234
1785,131034.016
1786,156447.5
1787,174823.47
1788,46183.02
1789,96366.32
1790,83889.34
1791,198944.56
1792,163377.77
1793,138593.16
1794,151201.53
1795,142172.17
1796,126359.81
1797,118024.305
1798,127109.27
1799,129585.3
1800,123630.49
1801,132787.03
1802,150006.33
1803,141535.84
1804,143096.33
1805,123127.48
1806,114842.83
1807,120726.766
1808,110656.6
1809,116231.27
1810,157484.69
1811,115843.54
1812,96932.8
1813,120899.195
1814,96962.56
1815,39131.832
1816,95358.805
1817,124031.67
1818,136440.92
1819,121178.164
1820,52157.14
1821,122869.76
1822,157579.0
1823,32095.904
1824,154054.73
1825,135387.33
1826,100449.414
1827,101727.5
1828,142668.92
1829,103889.34
1830,146958.75
1831,138341.14
1832,106760.27
1833,131545.33
1834,129467.55
1835,138284.58
1836,126819.375
1837,92435.66
1838,113615.82
1839,88032.805
1840,176024.2
1841,148113.31
1842,77029.86
1843,139254.14
1844,137826.42
1845,132611.84
1846,152336.19
1847,147623.95
1848,58181.44
1849,140301.25
1850,117147.36
1851,155404.64
1852,127957.305
1853,123701.78
1854,179220.3
1855,132586.8
1856,220989.86
1857,170064.12
1858,137862.23
1859,118736.2
1860,153315.28
1861,118736.28
1862,235984.3
1863,206543.38
1864,206543.38
1865,319301.6
1866,325718.5
1867,249520.97
1868,285560.8
1869,207953.14
1870,234715.6
1871,254868.61
1872,172572.47
1873,230784.53
1874,143734.75
1875,193458.53
1876,189119.11
1877,203983.81
1878,208820.69
1879,140602.44
1880,135705.64
1881,231184.84
1882,246159.92
1883,194461.55
1884,213288.14
1885,261080.77
1886,291993.72
1887,202406.22
1888,277419.6
1889,155688.92
1890,138310.47
1891,146791.36
1892,99096.27
1893,123521.69
1894,120089.94
1895,138099.56
1896,118513.9
1897,131826.33
1898,109116.875
1899,161406.75
1900,167079.86
1901,186849.47
1902,138107.86
1903,212445.25
1904,146946.8
1905,210640.97
1906,153966.83
1907,219385.1
1908,119501.46
1909,134093.03
1910,123498.8
1911,231308.19
1912,264447.53
1913,140165.81
1914,54390.508
1915,310976.53
1916,67260.83
1917,274294.6
1918,146700.89
1919,157415.69
1920,132209.81
1921,393095.3
1922,293031.12
1923,224485.5
1924,248947.61
1925,216408.97
1926,364949.94
1927,136924.52
1928,156240.39
1929,130373.98
1930,149971.11
1931,136047.27
1932,132365.27
1933,177791.55
1934,180205.53
1935,179181.89
1936,188183.39
1937,184942.62
1938,172844.95
1939,253444.23
1940,190053.0
1941,161649.17
1942,188273.75
1943,199574.83
1944,332837.38
1945,383221.94
1946,146168.0
1947,319414.28
1948,164112.19
1949,278201.2
1950,182308.22
1951,277220.6
1952,250362.72
1953,176725.8
1954,180073.3
1955,129045.195
1956,274942.62
1957,158335.34
1958,301766.03
1959,128921.45
1960,116644.71
1961,120055.625
1962,90567.43
1963,110660.57
1964,113353.76
1965,144557.95
1966,154387.27
1967,329156.44
1968,401143.28
1969,381470.1
1970,451570.03
1971,500388.44
1972,379050.6
1973,250293.27
1974,305858.38
1975,490348.78
1976,274377.38
1977,351470.75
1978,363393.53
1979,305271.53
1980,196814.61
1981,332202.2
1982,240089.4
1983,228274.84
1984,166523.5
1985,211151.5
1986,227073.69
1987,208758.44
1988,181156.19
1989,189620.38
1990,216698.08
1991,276658.03
1992,211676.72
1993,167713.38
1994,199760.42
1995,179404.55
1996,233213.88
1997,329502.22
1998,325405.3
1999,263915.66
2000,304294.16
2001,273891.6
2002,237588.52
2003,239926.94
2004,266975.66
2005,244887.23
2006,249756.06
2007,235712.58
2008,222492.19
2009,181186.47
2010,191932.3
2011,135945.62
2012,181394.66
2013,189638.0
2014,177464.11
2015,194251.55
2016,196725.3
2017,202476.52
2018,114263.85
2019,128052.64
2020,119131.195
2021,111253.31
2022,168778.47
2023,146593.22
2024,208938.3
2025,368767.44
2026,178396.31
2027,137630.62
2028,147061.7
2029,179604.75
2030,279398.47
2031,246681.25
2032,266252.28
2033,250233.58
2034,165816.22
2035,208816.89
2036,175415.88
2037,186050.73
2038,315148.0
2039,225235.39
2040,424124.5
2041,302774.62
2042,207560.34
2043,167336.4
2044,168127.17
2045,241607.25
2046,127186.695
2047,150951.17
2048,143144.7
2049,133234.61
2050,176515.88
2051,109554.625
2052,142733.36
2053,146736.89
2054,95685.57
2055,151024.03
2056,132148.52
2057,119907.02
2058,223084.28
2059,124163.07
2060,172777.95
2061,177778.42
2062,131641.52
2063,123038.01
2064,152828.42
2065,126245.62
2066,157375.89
2067,108273.67
2068,122843.71
2069,76264.164
2070,105524.3
2071,84914.9
2072,136560.9
2073,131798.33
2074,181751.05
2075,148815.83
2076,126255.53
2077,158834.69
2078,129315.32
2079,119354.99
2080,122867.48
2081,125600.484
2082,129256.555
2083,140798.12
2084,115323.51
2085,125878.82
2086,125895.31
2087,118450.72
2088,90405.49
2089,86450.35
2090,121346.21
2091,125663.08
2092,146803.92
2093,122087.336
2094,130045.84
2095,143130.66
2096,82573.85
2097,91256.336
2098,159578.86
2099,48824.246
2100,100891.92
2101,119505.7
2102,127199.83
2103,104105.97
2104,116169.6
2105,143601.58
2106,77590.086
2107,245927.7
2108,121110.71
2109,118710.266
2110,129905.516
2111,151791.38
2112,145365.64
2113,125043.484
2114,107609.914
2115,151451.05
2116,120907.0
2117,161881.97
2118,118180.84
2119,110130.0
2120,115282.586
2121,107682.984
2122,110042.086
2123,85482.445
2124,153867.34
2125,138751.9
2126,149386.62
2127,153950.31
2128,137860.47
2129,108953.38
2130,147481.08
2131,162086.89
2132,109963.88
2133,108420.81
2134,119158.44
2135,102187.44
2136,69669.11
2137,103938.93
2138,125816.17
2139,149481.3
2140,143547.97
2141,136407.14
2142,134983.94
2143,132089.44
2144,94869.484
2145,143103.48
2146,145469.8
2147,143674.42
2148,124509.664
2149,148954.58
2150,223939.2
2151,115561.03
2152,180056.62
2153,170956.02
2154,111564.68
2155,138015.31
2156,227279.31
2157,258901.9
2158,246261.92
2159,219057.86
2160,180824.12
2161,249436.4
2162,467421.47
2163,335695.34
2164,252671.67
2165,211999.06
2166,151421.22
2167,199324.86
2168,200685.7
2169,198999.92
2170,221776.48
2171,143665.03
2172,134188.1
2173,149605.89
2174,243262.3
2175,302513.47
2176,322881.7
2177,243796.52
2178,214371.77
2179,141693.89
2180,210702.67
2181,186174.78
2182,227161.88
2183,193157.45
2184,125744.414
2185,111692.42
2186,146141.52
2187,151317.25
2188,155923.25
2189,205655.33
2190,81225.445
2191,86345.05
2192,105434.34
2193,87461.37
2194,101692.68
2195,108213.21
2196,101804.64
2197,112696.84
2198,165622.48
2199,160138.97
2200,140422.86
2201,137941.89
2202,209576.22
2203,180313.95
2204,184565.36
2205,125121.54
2206,158936.5
2207,225004.1
2208,251595.27
2209,213616.67
2210,129336.4
2211,114554.336
2212,114681.73
2213,108121.71
2214,139961.22
2215,104768.85
2216,131331.39
2217,65506.47
2218,71361.52
2219,57762.715
2220,61684.656
2221,307629.25
2222,292910.62
2223,250195.92
2224,215095.75
2225,115750.875
2226,176752.16
2227,204237.62
2228,270647.5
2229,237019.03
2230,162833.69
2231,204952.4
2232,165088.03
2233,182101.28
2234,272281.34
2235,214428.9
2236,271959.06
2237,363282.0
2238,199790.16
2239,104041.31
2240,161181.42
2241,147080.05
2242,126216.76
2243,118669.69
2244,98894.67
2245,90241.03
2246,152443.88
2247,109421.07
2248,127897.0
2249,123990.52
2250,130600.95
2251,121354.77
2252,170172.0
2253,156718.72
2254,180051.17
2255,192672.12
2256,186805.98
2257,187154.66
2258,173837.78
2259,181260.77
2260,150238.83
2261,175203.22
2262,191823.84
2263,334296.25
2264,480366.47
2265,188248.72
2266,314608.84
2267,377626.56
2268,444050.4
2269,151270.9
2270,197416.23
2271,261139.5
2272,209117.47
2273,165713.61
2274,182702.11
2275,166276.42
2276,185678.77
2277,191401.72
2278,163849.53
2279,126259.45
2280,121529.88
2281,181356.42
2282,185939.06
2283,93832.266
2284,108104.5
2285,153338.52
2286,123103.55
2287,349916.34
2288,271791.75
2289,352602.56
2290,452751.62
2291,324161.47
2292,440675.6
2293,510438.75
2294,458490.78
2295,472064.75
2296,311227.66
2297,305389.53
2298,339420.97
2299,415866.12
2300,357296.44
2301,279735.66
2302,247162.88
2303,232093.53
2304,242800.34
2305,181736.48
2306,181558.19
2307,190775.28
2308,209205.6
2309,304512.62
2310,224543.73
2311,177440.11
2312,176996.6
2313,171456.94
2314,174597.39
2315,167666.42
2316,185132.45
2317,187912.25
2318,176219.86
2319,180408.19
2320,206381.84
2321,250857.1
2322,164185.95
2323,183765.06
2324,174870.25
2325,215105.25
2326,165213.92
2327,219271.48
2328,235254.56
2329,190328.47
2330,176281.53
2331,372648.88
2332,421679.94
2333,323047.88
2334,253943.7
2335,288183.84
2336,325734.0
2337,218831.05
2338,295057.2
2339,212451.7
2340,383250.3
2341,208139.14
2342,236108.84
2343,231958.08
2344,239662.12
2345,243111.67
2346,234575.62
2347,189527.14
2348,248441.89
2349,150901.08
2350,278626.44
2351,250616.69
2352,238569.67
2353,236653.94
2354,137441.88
2355,151729.8
2356,148091.78
2357,192591.42
2358,203384.81
2359,123611.39
2360,118003.35
2361,140687.67
2362,285487.97
2363,150595.95
2364,162051.77
2365,212148.61
2366,188509.92
2367,216379.12
2368,198689.6
2369,214054.88
2370,179364.23
2371,173049.92
2372,183076.95
2373,307378.2
2374,338042.1
2375,260217.36
2376,275360.78
2377,364168.16
2378,138989.42
2379,176233.3
2380,148741.84
2381,152897.36
2382,204219.48
2383,208010.56
2384,252445.39
2385,153626.11
2386,138303.67
2387,130907.85
2388,92083.04
2389,114710.49
2390,131006.46
2391,139887.73
2392,120758.39
2393,163552.7
2394,144740.08
2395,206171.12
2396,142017.47
2397,220780.08
2398,129493.625
2399,48289.945
2400,58140.984
2401,123733.68
2402,143617.14
2403,147726.05
2404,135261.66
2405,165345.64
2406,144552.55
2407,129382.94
2408,144754.42
2409,137030.5
2410,173377.11
2411,122727.336
2412,148154.02
2413,136245.19
2414,139100.48
2415,115153.31
2416,132185.31
2417,133802.72
2418,128130.42
2419,127235.18
2420,118428.445
2421,147649.83
2422,126460.21
2423,137130.36
2424,160432.86
2425,179480.8
2426,120695.89
2427,130122.6
2428,165918.25
2429,122230.41
2430,132514.33
2431,119591.07
2432,143940.03
2433,149191.38
2434,133797.33
2435,151215.27
2436,110401.805
2437,110216.164
2438,122983.09
2439,98025.305
2440,122536.14
2441,93244.65
2442,100610.15
2443,117504.9
2444,123581.125
2445,76232.64
2446,154124.12
2447,213072.8
2448,139813.75
2449,114081.695
2450,153269.8
2451,127524.62
2452,208431.45
2453,99637.16
2454,130131.3
2455,102304.266
2456,150212.69
2457,128400.72
2458,117213.04
2459,113225.58
2460,144709.16
2461,125564.43
2462,139250.25
2463,126633.77
2464,164791.61
2465,129383.91
2466,127585.42
2467,171095.1
2468,72185.22
2469,73137.92
2470,163491.44
2471,192821.16
2472,178789.33
2473,124568.1
2474,107406.086
2475,228948.42
2476,103532.49
2477,124008.23
2478,158992.05
2479,105789.445
2480,141210.27
2481,131032.3
2482,130083.36
2483,113441.375
2484,126600.61
2485,126781.016
2486,151988.9
2487,158333.6
2488,160172.89
2489,154509.36
2490,166376.84
2491,69502.64
2492,191382.06
2493,141546.16
2494,174963.52
2495,82054.33
2496,231710.06
2497,141805.53
2498,108732.23
2499,95629.81
2500,128471.86
2501,127210.6
2502,151958.53
2503,86049.586
2504,187160.98
2505,238079.25
2506,260721.38
2507,329092.72
2508,263919.1
2509,221521.06
2510,218056.19
2511,182158.5
2512,217834.86
2513,217914.11
2514,237002.8
2515,154846.03
2516,164244.89
2517,141425.12
2518,147686.16
2519,219901.53
2520,205768.08
2521,181894.33
2522,236027.39
2523,111096.88
2524,134701.66
2525,146750.0
2526,138284.1
2527,122573.54
2528,119016.45
2529,125433.89
2530,110943.45
2531,247183.92
2532,223494.06
2533,208056.05
2534,231280.44
2535,341304.16
2536,234253.58
2537,220139.31
2538,188507.33
2539,191601.88
2540,180313.08
2541,185540.55
2542,154791.73
2543,117899.836
2544,131037.586
2545,131921.0
2546,135648.14
2547,131107.52
2548,146502.19
2549,159872.77
2550,320718.78
2551,144603.84
2552,117695.88
2553,83719.94
2554,120454.945
2555,119555.55
2556,93144.46
2557,115225.03
2558,160903.42
2559,133760.34
2560,144977.5
2561,140013.02
2562,141801.17
2563,160095.78
2564,194079.72
2565,126553.4
2566,169084.81
2567,132566.84
2568,205560.83
2569,175659.84
2570,126190.23
2571,161642.89
2572,190254.0
2573,214848.81
2574,305983.44
2575,127078.4
2576,126926.555
2577,179583.33
2578,92202.555
2579,72923.445
2580,114133.836
2581,119651.125
2582,106533.66
2583,274448.88
2584,153251.2
2585,184835.4
2586,198829.06
2587,183737.02
2588,167281.52
2589,147269.95
2590,222425.7
2591,200951.52
2592,224933.14
2593,262227.75
2594,183845.33
2595,209884.48
2596,308247.9
2597,171712.25
2598,277796.7
2599,325263.7
2600,164465.1
2601,133254.58
2602,83846.72
2603,86450.77
2604,86662.85
2605,68941.08
2606,146135.4
2607,173526.44
2608,208727.19
2609,163373.03
2610,114226.85
2611,131115.11
2612,153252.1
2613,130985.63
2614,130163.04
2615,163837.19
2616,145032.69
2617,175230.2
2618,190743.06
2619,216485.16
2620,193269.16
2621,172405.75
2622,180650.17
2623,214750.42
2624,299816.16
2625,301116.47
2626,169871.89
2627,169431.77
2628,479408.44
2629,591538.2
2630,382670.22
2631,446539.25
2632,475915.56
2633,310186.22
2634,380587.8
2635,156217.58
2636,181971.88
2637,165169.03
2638,254694.94
2639,194531.0
2640,157807.4
2641,101055.21
2642,194531.53
2643,107515.96
2644,119396.65
2645,99295.56
2646,88968.586
2647,92881.09
2648,144207.53
2649,147697.73
2650,152490.77
2651,145575.62
2652,455244.44
2653,249970.5
2654,253444.98
2655,339056.47
2656,328519.03
2657,366961.94
2658,291069.75
2659,305876.5
2660,326485.2
2661,314203.16
2662,291526.16
2663,281797.03
2664,308423.9
2665,307388.03
2666,284821.72
2667,163905.53
2668,186680.9
2669,182551.52
2670,279555.25
2671,183549.16
2672,187216.31
2673,201080.9
2674,204608.89
2675,171294.14
2676,181486.6
2677,201393.58
2678,244033.23
2679,278009.62
2680,273946.97
2681,423384.1
2682,325963.0
2683,486961.8
2684,317336.6
2685,374653.78
2686,243601.11
2687,352500.8
2688,212051.2
2689,225837.86
2690,514478.28
2691,170688.02
2692,134219.31
2693,190109.97
2694,138491.66
2695,190716.98
2696,192375.72
2697,197641.53
2698,187358.78
2699,179050.94
2700,162037.47
2701,144381.75
2702,111796.58
2703,131413.23
2704,142323.33
2705,120853.055
2706,128554.93
2707,132116.92
2708,137916.6
2709,118667.29
2710,123638.42
2711,303164.5
2712,376688.38
2713,171446.5
2714,147399.95
2715,165275.23
2716,153958.61
2717,176852.9
2718,239442.12
2719,162944.44
2720,170888.08
2721,137782.44
2722,155387.05
2723,156053.08
2724,132116.48
2725,126969.02
2726,152503.66
2727,183768.12
2728,194708.02
2729,136294.23
2730,143210.06
2731,125065.836
2732,121008.72
2733,164471.53
2734,136226.05
2735,132929.39
2736,144151.16
2737,127221.76
2738,134040.17
2739,154707.9
2740,145678.47
2741,151879.31
2742,150463.06
2743,148272.47
2744,158194.2
2745,143394.22
2746,138984.08
2747,162249.44
2748,128796.22
2749,125523.68
2750,145650.14
2751,145313.55
2752,205115.36
2753,160153.52
2754,230696.48
2755,123942.016
2756,86057.13
2757,87722.016
2758,88111.3
2759,162759.75
2760,140816.6
2761,140447.8
2762,140902.98
2763,187967.56
2764,159845.3
2765,262145.72
2766,145255.66
2767,92125.72
2768,129043.234
2769,120758.78
2770,141771.53
2771,109594.875
2772,118549.016
2773,164995.38
2774,131683.6
2775,135837.42
2776,152748.77
2777,148805.58
2778,132599.8
2779,123605.74
2780,92117.625
2781,102294.97
2782,97717.77
2783,106179.21
2784,132132.02
2785,135618.98
2786,63706.555
2787,113637.35
2788,76556.07
2789,200781.44
2790,90880.74
2791,115606.445
2792,45362.473
2793,190825.77
2794,99354.93
2795,120144.805
2796,93117.92
2797,223640.1
2798,145079.05
2799,120058.195
2800,61617.29
2801,107229.11
2802,132401.88
2803,137060.88
2804,135790.45
2805,85494.086
2806,84710.89
2807,146372.27
2808,145485.0
2809,134537.9
2810,135113.45
2811,177677.4
2812,152400.53
2813,148321.22
2814,144550.4
2815,103382.65
2816,263885.7
2817,126526.74
2818,130180.14
2819,178555.1
2820,125593.875
2821,94988.26
2822,193955.2
2823,243835.44
2824,184335.44
2825,156233.9
2826,138164.0
2827,135669.27
2828,203160.39
2829,183782.62
2830,227169.03
2831,175652.19
2832,241486.9
2833,311095.7
2834,211537.56
2835,230334.84
2836,195250.06
2837,158501.56
2838,146346.17
2839,177983.94
2840,190046.9
2841,207800.72
2842,234508.11
2843,165399.47
2844,154964.4
2845,118728.484
2846,213382.77
2847,203363.25
2848,215451.84
2849,203414.25
2850,268918.5
2851,231253.02
2852,219394.08
2853,240182.94
2854,148020.97
2855,203414.8
2856,206195.8
2857,191752.34
2858,202998.75
2859,136236.4
2860,122938.56
2861,127001.72
2862,189539.56
2863,113058.72
2864,257744.78
2865,143381.11
2866,130000.15
2867,87603.984
2868,109281.72
2869,119359.055
2870,147336.08
2871,87203.66
2872,59869.848
2873,117616.28
2874,137916.47
2875,123124.19
2876,155901.12
2877,146037.62
2878,174749.69
2879,136712.14
2880,93183.63
2881,168329.19
2882,189679.55
2883,176211.62
2884,184688.77
2885,215148.7
2886,205252.55
2887,98685.69
2888,126451.67
2889,48287.668
2890,91221.77
2891,128866.38
2892,42764.242
2893,107088.18
2894,48955.047
2895,317909.4
2896,278207.72
2897,195392.02
2898,152857.16
2899,226413.53
2900,172185.83
2901,181555.12
2902,193707.6
2903,370228.8
2904,332014.25
2905,94038.0
2906,199956.89
2907,118664.37
2908,133744.45
2909,148347.81
2910,74626.65
2911,81670.59
2912,151933.9
2913,84764.63
2914,74932.39
2915,77230.31
2916,78155.62
2917,159681.3
2918,113817.664
2919,193379.03
